Tweet Content,Date,User,Source,Tweet ID,Tweet URL
"🗒️ #CORONAVÍRUS 

🚨 BOLETIM DE 13/07/20

 ⚰ ÓBITOS JÁ PASSAM DE 400
🗣 E #UseMáscara 😷: é obrigatório por lei! https://t.co/WJ4B8yX6Rn",2020-07-13 23:59:38,PauloRobertops,Etus Brasil,1282827057379119105,https://twitter.com/statuses/1282827057379119105
"#CORONAVÍRUS | Taxa de cura da Covid volta a crescer nos hospitais do Brasil, mas ainda é baixa - https://t.co/dmIfcWXVMX https://t.co/zEJmWKqt6C",2020-07-13 23:55:52,folhape,mLabs - Gestão de Redes Sociais,1282826105687281664,https://twitter.com/statuses/1282826105687281664
"@DCM_online Mais de 72 mil mortes DE #Coronavírus , tão com tempo pra esperar mais alguns dias.

Isso é INACREDITÁVEL.",2020-07-13 23:54:37,RTaokey,Twitter Web App,1282825794516131840,https://twitter.com/statuses/1282825794516131840
"Atualização do Coronavírus
Rússia: 🇷🇺 4° Lugar 

*Infectados:  (727.162)  733.699
+Mortos:        (11.335)      11.439
©Curados :    (501.061)  504.021

*6.537 novos casos, 104 Mortes
e 2.960 Curados. 

Fonte: https://t.co/AkQHRygevj

(Segue o fio) 
#Covid_19
#CoronaVirus https://t.co/WghlTdKFrd",2020-07-13 23:52:53,leocarvalho782,Twitter for Android,1282825357083762689,https://twitter.com/statuses/1282825357083762689
"72 mil mortos pelo #coronavirus  quase 2 milhões de infectados,  mas alguns  estados cono Rio e São Paulo  quer abriu tudo  né? Em DF e Minas recusavam a fechar e deu no que  deu.  Estamos https://t.co/euaVJrfknS",2020-07-13 23:49:52,TostesThiago,Instagram,1282824596824064001,https://twitter.com/statuses/1282824596824064001
"Atualização do Coronavírus
Índia: 🇮🇳 3° Lugar 

*Infectados:  (879.466)  907.645
+Mortos:        (23.187)      23.727
©Curados :    (554.429)  572.112

*28.179 novos casos, 540 Mortes
e 17.683 Curados. 

Fonte: https://t.co/AkQHRygevj

(Segue o fio) 

#Covid_19
#CoronaVirus https://t.co/6NcgR57ldG",2020-07-13 23:49:23,leocarvalho782,Twitter for Android,1282824476103712770,https://twitter.com/statuses/1282824476103712770
"""Pesquisadores divulgam primeiros experimentos com #coronavírus realizados no #Sirius""

Via Jornal da Ciência da @SBPCnet

https://t.co/25m0G6LLAD",2020-07-13 23:48:45,sbfisica,Twitter for Android,1282824315600277504,https://twitter.com/statuses/1282824315600277504
"Atualização do Coronavírus
Brasil: 🇧🇷 2° Lugar 

*Infec.:       (1.864.681) 1.887.959
+Mortos:    (72.100)       72.921
©Curados: (1.213.512) 1.213.512
 
*23.278 novos casos, 821 Mortes  
e 0 Curados. 

Fonte: https://t.co/AkQHRygevj

(Segue o fio)
#Covid_19
#CoronaVirus https://t.co/pKPcHXkg3q",2020-07-13 23:46:06,leocarvalho782,Twitter for Android,1282823648445898753,https://twitter.com/statuses/1282823648445898753
"Novas providências pra reduzir efeitos da crise do #coronavírus, um projeto que impede divulgação na internet de imagens de pessoas praticando infrações de trânsito, e #MPs que aguardam análise estão na pauta do plenário da @camaradeputados nesta semana: https://t.co/1SkV0PqwNJ.",2020-07-13 23:45:24,tvcamara,Twitter Web App,1282823475514744839,https://twitter.com/statuses/1282823475514744839
"A América Latina responde por metade das novas mortes globais da covid-19
https://t.co/r7IsgTRA2I #covid19 #coronavirus - @ecodebate",2020-07-13 23:45:06,ecodebate,Hootsuite Inc.,1282823399077797894,https://twitter.com/statuses/1282823399077797894
@JornalOGlobo Tem que beber pelo nariz porque o #CoronaVírus fica grudado e inflamando a adenoide.,2020-07-13 23:44:37,soretao,TweetDeck,1282823277749075969,https://twitter.com/statuses/1282823277749075969
"Atualização Coronavírus nos
EUA: 🇺🇲 1°Lugar 

*Infectados:(3.411.329) 3.477.512
+Mortos:     (137.773)       138.211
©Curados:  (1.515.889) 1.548.755

*66.183 novos casos, 438 Mortes e  32.866 Curados. 

Fonte: https://t.co/AkQHRygevj

(Segue o fio) 

#Covid_19
#CoronaVirus https://t.co/bCNngXBVJB",2020-07-13 23:42:48,leocarvalho782,Twitter for Android,1282822820813254659,https://twitter.com/statuses/1282822820813254659
"🇧🇷 | O ex-secretário de Saúde do Rio, Edmar Santos, é investigado por envolvimento em suposto esquema fraudulento na compra de respiradores pelo governo Wilson Witzel para combate ao #coronavírus.

https://t.co/afheXd4eW1",2020-07-13 23:42:39,RealMaxwell8,Twitter for Android,1282822779637764102,https://twitter.com/statuses/1282822779637764102
"Casos confirmados de #coronavírus na cidade do Rio em 24 de março: 278
Hoje: 64.635 https://t.co/8XcuLdNoCM",2020-07-13 23:42:31,beatrizdiniz,Twitter Web App,1282822747865993218,https://twitter.com/statuses/1282822747865993218
"Cadê o cancelamento da mickey e minnie? Olha o exemplo para nossas crianças para superar o corona vírus.
#coronavirus
#MickeyMouse https://t.co/Ghp0lQLFnl",2020-07-13 23:41:25,renatoluz,Twitter for Android,1282822472178503688,https://twitter.com/statuses/1282822472178503688
#coronavirus média óbitos 7 dias alinhados pelo 1ro óbito e normalizado pela população. Norte. https://t.co/Yo0BIGoqEj,2020-07-13 23:40:19,SurfGraficos,Twitter Web App,1282822195581014023,https://twitter.com/statuses/1282822195581014023
#coronavirus média óbitos 7 dias alinhados pelo 1ro óbito e normalizado pela população. Sudeste. https://t.co/NJhmFFcxcJ,2020-07-13 23:39:43,SurfGraficos,Twitter Web App,1282822045169004545,https://twitter.com/statuses/1282822045169004545
#coronavirus média óbitos 7 dias alinhados pelo 1ro óbito e normalizado pela população. Nordeste. https://t.co/HJS2udb5uH,2020-07-13 23:39:10,SurfGraficos,Twitter Web App,1282821905347747840,https://twitter.com/statuses/1282821905347747840
"Coronavírus
Números Globais: 🌎

*Infec.:    (12.969.198)    13.172.275
+Mortos:      (570.920)         574.838
©Curados:(7.541.375)      7.652.948
 
*203.077 novos casos, 3.918 Mortes e 111.573 Curados. 

Fonte: https://t.co/AkQHRygevj

(Segue o fio) 
#Covid_19
#CoronaVirus https://t.co/nbKhaMcXrN",2020-07-13 23:38:50,leocarvalho782,Twitter for Android,1282821822090825735,https://twitter.com/statuses/1282821822090825735
#coronavirus média óbitos 7 dias alinhados pelo 1ro óbito e normalizado pela população. Sul e Centro-Oeste. https://t.co/MAnav75af8,2020-07-13 23:38:38,SurfGraficos,Twitter Web App,1282821769611612166,https://twitter.com/statuses/1282821769611612166
"Itabira inicia testagem de 9 mil pessoas para investigar avanço do #coronavírus

https://t.co/joXE7yO3yq",2020-07-13 23:38:18,portaluai,TweetDeck,1282821686648279040,https://twitter.com/statuses/1282821686648279040
"Itabira inicia testagem de 9 mil pessoas para investigar avanço do #coronavírus

https://t.co/eX1t0ZZ6qj",2020-07-13 23:38:13,em_com,TweetDeck,1282821665781686272,https://twitter.com/statuses/1282821665781686272
"NÚMEROS DA COVID-19 NO BRASIL:
Hoje, 13 de Julho de 2020
Novos casos: 21.783
Novos óbitos: 770

TOTAL DE CASOS: 1.887.959
TOTAL DE ÓBITOS: 72.921

OBS: O Brasil é o 2° no 🌎.
""É só uma gripezinha"". - Bolsonaro, Jair. 
#Coronavírus",2020-07-13 23:37:23,joaovictorteti,Twitter for Android,1282821454950801410,https://twitter.com/statuses/1282821454950801410
"@jornalnacional Brasil e Estados Unidos juntos na contramão no combate ao #coronavirus. Por que será? Dois países, dois presidentes, duas culturas, duas economias distintas, dois sistemas de educação,  mas com a idiotice e negacionismo em comum.",2020-07-13 23:36:14,CelebridadesDas,Twitter for Android,1282821168354004997,https://twitter.com/statuses/1282821168354004997
"A região de Serra-sede agora soma 1.198 casos de #coronavírus e 56 mortes por #COVID19.

Foram confirmados mais 8 casos nas últimas 24h e excluídos da contagem outros 4 👇 https://t.co/5HrHEtNxcX",2020-07-13 23:34:12,MilaMangabeira,Twitter Web App,1282820653712842753,https://twitter.com/statuses/1282820653712842753
"Países com mais casos de Covid-19
(13.07.20) #coronavirus https://t.co/t3iC6wC5yx",2020-07-13 23:34:02,jorgetadeu7,Twitter for iPhone,1282820614936563713,https://twitter.com/statuses/1282820614936563713
"Coronavírus no Mundo (13.07.20)
#coronavirus https://t.co/27FxYATdq0",2020-07-13 23:34:00,jorgetadeu7,Twitter for iPhone,1282820603976835072,https://twitter.com/statuses/1282820603976835072
Bom artigo! #coronavírus https://t.co/bm0DtYX6mT,2020-07-13 23:32:46,alexandresena,Twitter Web App,1282820296316248064,https://twitter.com/statuses/1282820296316248064
#Coronavírus #NovaPrata | Nova Prata confirma nove novos casos de Covid-19 | Saiba mais em https://t.co/qkG2PxLvn8 https://t.co/yafe8pw3r2,2020-07-13 23:26:45,studio877,studiofmbr,1282818780050214913,https://twitter.com/statuses/1282818780050214913
"🔵 Projeções do #coronavirus - 🇧🇷
Data: 14/07 

● Amanhã Dia 14/07 Terça-feira, Brasil deve bater 73.000 Mil Óbitos Pela Covid-19, E 1.900.000 Milhão de Casos.

• Fiquem Ligados nas Nossas Atualizações.",2020-07-13 23:26:20,CoronavrusMund1,Twitter for Android,1282818676807344128,https://twitter.com/statuses/1282818676807344128
"@prefsp estou em isolamento minha mãe e meu pai são idosos, passou um lixeiro e pegou lixo dos vizinhos e colocou na minha porta, em seguida passou catador de latinha fira o saco e espalha o lixo na minha calçada, se meus pais saem no meu quintal e se o vizinho tiver #coronavirus",2020-07-13 23:23:43,alexrfelix,Twitter Web App,1282818017114628097,https://twitter.com/statuses/1282818017114628097
"#Coronavírus: @minsaude contabilizou 20.286 novos casos em 24 horas 
https://t.co/HfRn0MlwNa",2020-07-13 23:23:00,JC_RS,TweetDeck,1282817835572461569,https://twitter.com/statuses/1282817835572461569
"● 21h, Teremos Atualização do Números de Casos e Óbitos Suspeitos de #coronavirus, No Brasil.

• Fiquem Ligados nas Nossas Atualizações.",2020-07-13 23:22:52,CoronavrusMund1,Twitter for Android,1282817801317748736,https://twitter.com/statuses/1282817801317748736
Milionários pedem que governos tributem ricos para pagar conta do #coronavírus https://t.co/2oblIf2i6k,2020-07-13 23:22:32,jnascim,Twitter for iPhone,1282817720267034624,https://twitter.com/statuses/1282817720267034624
"🔴 Boletim Atualizado - 🇧🇷
Data: 13/07 ás 20h
(Consórcio de Imprensa)

Números de Casos: 1.887.959 
Números de Óbitos: 72.921 

● Em 24 Horas, Foram 770 Óbitos, E 21.783 Casos de #coronavirus.

• Fiquem Ligados nas Nossas Atualizações. https://t.co/dXZJp19X1z",2020-07-13 23:21:08,CoronavrusMund1,Twitter for Android,1282817367584768024,https://twitter.com/statuses/1282817367584768024
"🔴 Boletim Atualizado - 🇧🇷
Data: 13/07 ás 19h00
(Ministério da Saúde)

● Em 24 Horas, Foram 733 Óbitos, E 20.286 Casos de #coronavirus.

• Fiquem Ligados nas Nossas Atualizações. https://t.co/K0WaD56F7P",2020-07-13 23:19:18,CoronavrusMund1,Twitter for Android,1282816905141727234,https://twitter.com/statuses/1282816905141727234
"Epidemias zoonóticas - ONU diz que estamos tratando os sintomas e não as causas da pandemia
https://t.co/Ho1fCwvIhT #covid19 #coronavirus - @ecodebate",2020-07-13 23:15:06,ecodebate,Hootsuite Inc.,1282815848684695552,https://twitter.com/statuses/1282815848684695552
"#Transparência Nesta segunda foram confirmados 82 novos casos de pacientes de Porto Alegre com #Coronavirus. Também tiveram resultado negativo 456 testes. O total consolidado é 4.826 confirmados, 17.992 negativos e 7.761 em análise. Boletim Informativo em https://t.co/QuxnbpFjX9 https://t.co/TJzRmiIsov",2020-07-13 23:14:26,saudepoa,TweetDeck,1282815681239683073,https://twitter.com/statuses/1282815681239683073
#Coronavirus: Boletim da cidade de São João do Piauí-PI https://t.co/rPQNHYh4uD,2020-07-13 23:09:38,thescoborges,Twitter for Android,1282814471833104384,https://twitter.com/statuses/1282814471833104384
"Na Serra, mais 65 novos infectados pelo #coronavírus e 2 óbitos confirmados. 

Ao todo, o município soma 9.258 registros de #COVID19 e 361 mortes pela doença. 

7.524 pessoas estão curadas. https://t.co/uRvIqOeI70",2020-07-13 23:09:09,MilaMangabeira,Twitter Web App,1282814352244998147,https://twitter.com/statuses/1282814352244998147
#Coronavirus: Boletim da cidade de São Raimundo Nonato-PI. https://t.co/QtZMJMzeA5,2020-07-13 23:08:55,thescoborges,Twitter for Android,1282814290790174720,https://twitter.com/statuses/1282814290790174720
"Evolução do Coronavírus no Brasil:
casos/mortes (@minsaude)

07/07: 1.668.589 / 66.741
08/07: 1.713.160 / 67.964
09/07: 1.755.779 / 69.184
10/07: 1.800.827 / 70.398
11/07: 1.839.850 / 71.469
12/07: 1.864.681 / 72.100
13/07: 1.884.967 / 72.833

#coronavirus",2020-07-13 23:08:24,jorgetadeu7,Twitter for iPhone,1282814162066968577,https://twitter.com/statuses/1282814162066968577
"Coronavírus no Brasil (13.07.20)
Segundo o @minsaude 

▫️1.884.967 infectados

▫️72.833 mortes

▫️1.154.837 recuperados

▫️Taxa de letalidade: 3,9%

🔹Foram 733 mortes confirmadas
     em 24 horas

🔹Foram 20.286 casos incluídos no 
     balanço em 24 horas

#coronavirus https://t.co/eSBpwV9SG2",2020-07-13 23:08:23,jorgetadeu7,Twitter for iPhone,1282814158996738048,https://twitter.com/statuses/1282814158996738048
"Covid-19: Brasil chega a 72,8 mil óbitos e 1,88 milhão de casos https://t.co/LImVhTqiKG #Covid19 #Coronavírus",2020-07-13 23:07:08,AfraniodeAquino,TweetDeck,1282813842389598208,https://twitter.com/statuses/1282813842389598208
"Covid-19: Brasil chega a 72,8 mil óbitos e 1,88 milhão de casos https://t.co/ydtpUrNBMz #Covid19 #Coronavírus",2020-07-13 23:07:05,PainelNoticias,TweetDeck,1282813829173387267,https://twitter.com/statuses/1282813829173387267
"@jandira_feghali Cortina de fumaça.

Tem coisas mais importantes pra lutar:

Desmatamento da Amazônia: Após Inpe alertar sobre desmatamento na Amazônia, governo exonera coordenadora de monitoramento.

72.833 mortes de #Coronavírus no Brasil

Cadê a perícia nos celulares do Adriano da Nóbrega?",2020-07-13 23:01:49,RTaokey,Twitter Web App,1282812506671644673,https://twitter.com/statuses/1282812506671644673
Situação do #Coronavírus na cidade de Blumenau em 13/07. https://t.co/sNj1Fi2wzM,2020-07-13 23:01:49,mariohildebrand,mLabs - Gestão de Redes Sociais,1282812505954430976,https://twitter.com/statuses/1282812505954430976
Atualização dos dados do Brasil. #coronavirus #covid19 https://t.co/1plkQrMrVl,2020-07-13 23:00:28,dados_covid,IFTTT,1282812165305630725,https://twitter.com/statuses/1282812165305630725
"🇧🇷 | O ex-secretário de Saúde do Rio, Edmar Santos, é investigado por envolvimento em suposto esquema fraudulento na compra de respiradores pelo governo Wilson Witzel para combate ao #coronavírus.

https://t.co/1q6KjUWdSY",2020-07-13 23:00:00,RenovaMidia,Twitter Web App,1282812047894302721,https://twitter.com/statuses/1282812047894302721
"A parceria entre o governo do Rio, Instituto  D’Or de Pesquisa e Ensino e os Dados do Bem promete aumentar a oferta de testes para o #coronavírus.",2020-07-13 22:59:32,adribalth,Twitter for iPhone,1282811930382458881,https://twitter.com/statuses/1282811930382458881
Cientistas apontam que “imunidade” ao #coronavírus pode ter curta duração. MG fica de fora da distribuição de remédios utilizados em UTIs e testes para #COVID19 feita pelo governo federal. Saiba mais no Observatório do Coronavírus: https://t.co/rGFXxWbqpq 📸 Samara Heisz https://t.co/UqywMHXIOz,2020-07-13 22:58:13,ibrachina,Twitter Web App,1282811600379023360,https://twitter.com/statuses/1282811600379023360
"'A morte está cada vez mais perto', diz Kalil sobre #coronavírus em BH

https://t.co/g64IAB7K6D",2020-07-13 22:58:00,portaluai,TweetDeck,1282811544125014016,https://twitter.com/statuses/1282811544125014016
"'A morte está cada vez mais perto', diz Kalil sobre #coronavírus em BH

https://t.co/towJOw1GCi",2020-07-13 22:58:00,em_com,TweetDeck,1282811544074584069,https://twitter.com/statuses/1282811544074584069
Cientistas apontam que “imunidade” ao #coronavírus pode ter curta duração. MG fica de fora da distribuição de remédios utilizados em UTIs feita pelo governo federal. Saiba mais no Observatório do Coronavírus feito pelo @ibrachina: https://t.co/P9OVQtiiQV 📸 Samara Heisz https://t.co/irerssGmGZ,2020-07-13 22:57:29,othomaslaw,Twitter Web App,1282811413350801415,https://twitter.com/statuses/1282811413350801415
Por que o #coronavírus mata mais as pessoas negras e pobres no Brasil e no mundo | “A #desigualdade social tem impacto direto nos óbitos entre os mais pobres e com menor escolaridade” via BBC News Brasil https://t.co/dBMVIPjZbE,2020-07-13 22:55:00,pedroisandretta,Twitter for iPhone,1282810790253400066,https://twitter.com/statuses/1282810790253400066
"Tristi por os alunos que compraram a camisa de terceirão e só usaram 1 mês 😔
#quarentena #coronavirus",2020-07-13 22:53:42,CauhaneSouza,Twitter for Android,1282810462602539008,https://twitter.com/statuses/1282810462602539008
LAVE AS MÃOS. AGORA! #CoronaVírus,2020-07-13 22:49:26,amt_online,Postar twetts,1282809390475751424,https://twitter.com/statuses/1282809390475751424
"AO VIVO!
BOLETIM #Coronavirus - Segunda (13/07)

Confira os novos informes, em dia que pelo Novo Normal, bares, restaurantes e cafeterias puderam reabrir com restrições sanitárias.

Secretário de saúde @RodrigoATOlive1 comanda a live no Facebook:

https://t.co/nSDXPdsZt0",2020-07-13 22:47:00,saudeniteroi,Twitter for Android,1282808776718983168,https://twitter.com/statuses/1282808776718983168
"#Coronavirus (Lave as mãos com água e sabao) ~Ouça Atualizações na Região SUDESTE~

https://t.co/RgDwR9LtIP",2020-07-13 22:45:06,redeaprizion,Aprizion,1282808299130257408,https://twitter.com/statuses/1282808299130257408
"Em 24 horas, Caruaru registrou 86 novos casos de covid-19, incluindo três óbitos.  #Coronavirus #Passade3milcasospositivosdeCovid19emCaruaru https://t.co/wQdoRCICkJ https://t.co/GovOjUG5qq",2020-07-13 22:41:52,blogdoedvaldo,Blog2Social APP,1282807486710415361,https://twitter.com/statuses/1282807486710415361
#CORONAVÍRUS | Brasil registra 20.286 novos casos da Covid-19 nas últimas 24h - https://t.co/V96OXPTsuf https://t.co/utguZGfKwE,2020-07-13 22:41:10,folhape,mLabs - Gestão de Redes Sociais,1282807307554951173,https://twitter.com/statuses/1282807307554951173
"JOINVILLE BATE RECORDE DE NOVOS CASOS EM UM DIA
#coronavirus https://t.co/06vdejaOz0",2020-07-13 22:39:28,covidjlle,Twitter for iPhone,1282806882357448706,https://twitter.com/statuses/1282806882357448706
